,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
1,75001,32.96,-96.83849,Addison,TX,Texas,TRUE,,14992,1510.1,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
2,75002,33.08965,-96.60752,Allen,TX,Texas,TRUE,,71253,739.6,48085,Collin,"{""48085"": ""100""}",Collin,48085,FALSE,FALSE,America/Chicago
3,75006,32.96188,-96.89701,Carrollton,TX,Texas,TRUE,,51642,1186.2,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
4,75007,33.00462,-96.89715,Carrollton,TX,Texas,TRUE,,55500,1823.7,48121,Denton,"{""48121"": ""94.21"", ""48113"": ""5.79""}",Denton|Dallas,48121|48113,FALSE,FALSE,America/Chicago
5,75009,33.34028,-96.75033,Celina,TX,Texas,TRUE,,14089,56.9,48085,Collin,"{""48085"": ""94.8"", ""48121"": ""5.2""}",Collin|Denton,48085|48121,FALSE,FALSE,America/Chicago
6,75010,33.03425,-96.89673,Carrollton,TX,Texas,TRUE,,30406,1452.9,48121,Denton,"{""48121"": ""100""}",Denton,48121,FALSE,FALSE,America/Chicago
7,75013,33.11467,-96.69411,Allen,TX,Texas,TRUE,,42629,1094.6,48085,Collin,"{""48085"": ""100""}",Collin,48085,FALSE,FALSE,America/Chicago
8,75019,32.96329,-96.98553,Coppell,TX,Texas,TRUE,,42888,1004.9,48113,Dallas,"{""48113"": ""98.05"", ""48121"": ""1.95""}",Dallas|Denton,48113|48121,FALSE,FALSE,America/Chicago
9,75020,33.77165,-96.60414,Denison,TX,Texas,TRUE,,23232,143.4,48181,Grayson,"{""48181"": ""100""}",Grayson,48181,FALSE,FALSE,America/Chicago
10,75021,33.72616,-96.47325,Denison,TX,Texas,TRUE,,8847,56.8,48181,Grayson,"{""48181"": ""100""}",Grayson,48181,FALSE,FALSE,America/Chicago
11,75022,33.02772,-97.12024,Flower Mound,TX,Texas,TRUE,,27201,546.8,48121,Denton,"{""48121"": ""99.09"", ""48439"": ""0.91""}",Denton|Tarrant,48121|48439,FALSE,FALSE,America/Chicago
12,75023,33.05706,-96.73242,Plano,TX,Texas,TRUE,,50431,2066.8,48085,Collin,"{""48085"": ""100""}",Collin,48085,FALSE,FALSE,America/Chicago
13,75024,33.07735,-96.80704,Plano,TX,Texas,TRUE,,43551,1326.6,48085,Collin,"{""48085"": ""94.2"", ""48121"": ""5.8""}",Collin|Denton,48085|48121,FALSE,FALSE,America/Chicago
14,75025,33.09095,-96.74128,Plano,TX,Texas,TRUE,,53764,2219.7,48085,Collin,"{""48085"": ""100""}",Collin,48085,FALSE,FALSE,America/Chicago
15,75028,33.0328,-97.06086,Flower Mound,TX,Texas,TRUE,,47804,1217.1,48121,Denton,"{""48121"": ""99.99"", ""48439"": ""0.01""}",Denton|Tarrant,48121|48439,FALSE,FALSE,America/Chicago
16,75032,32.85505,-96.42772,Rockwall,TX,Texas,TRUE,,33080,248.9,48397,Rockwall,"{""48397"": ""100""}",Rockwall,48397,FALSE,FALSE,America/Chicago
17,75034,33.15195,-96.86036,Frisco,TX,Texas,TRUE,,108525,837.4,48121,Denton,"{""48121"": ""65.96"", ""48085"": ""34.04""}",Denton|Collin,48121|48085,FALSE,FALSE,America/Chicago
18,75035,33.15534,-96.77271,Frisco,TX,Texas,TRUE,,75485,1234.1,48085,Collin,"{""48085"": ""100""}",Collin,48085,FALSE,FALSE,America/Chicago
19,75038,32.87457,-96.99759,Irving,TX,Texas,TRUE,,29990,865.8,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
20,75039,32.88753,-96.94224,Irving,TX,Texas,TRUE,,20108,1477.5,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
21,75040,32.92766,-96.62008,Garland,TX,Texas,TRUE,,62417,1539.7,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
22,75041,32.88091,-96.65147,Garland,TX,Texas,TRUE,,30880,1490,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
23,75042,32.9139,-96.67493,Garland,TX,Texas,TRUE,,39183,2021.9,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
24,75043,32.85707,-96.57941,Garland,TX,Texas,TRUE,,62601,1660.5,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
